,q_date,q_year,prop_year,state,entity,utility,county_1,poi_name,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn
633,2/18/2011,2011.0,2017.0,WA,Avista,Avista,adams,"A 115 kV
interconnection Near Lind 115 kV Substation",0,0,0,0,0,0,0,0,1,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
634,6/17/2019,2019.0,2021.0,WA,Avista,Avista,adams,"13.2 kV west of
Othello, WA",0,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
635,10/2/2012,2012.0,2013.0,WA,Avista,Avista,adams,"Spirit Feeder 12F1 12.5 kV
distribution line",0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
637,9/14/2007,2007.0,2009.0,WA,Avista,Avista,spokane,8th & Fancher- Latah Jct. 115 kV line or Benewah- Shawnee 230 kV line near Fairfield,0,0,0,0,0,0,0,0,1,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
638,10/28/2009,2009.0,2011.0,WA,Avista,Avista,adams,Lee & Reynolds 115 kV Substation,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
641,7/13/2009,2009.0,2010.0,WA,Avista,Avista,spokane,East Farms Feeder 12F2 13 kV distribution line,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
642,12/4/2018,2018.0,2020.0,WA,Avista,Avista,lincoln,"Reardan 115 kV
station",0,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
643,8/16/2018,2018.0,2021.0,WA,Avista,Avista,adams,Marengo 115 kV Station,0,0,0,0,0,0,0,0,1,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
644,5/4/2018,2018.0,2019.0,WA,Avista,Avista,adams,Ritzville Substation 13.8 kV,0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
645,2/18/2011,2011.0,2012.0,WA,Avista,Avista,whitman,Benewah- Shawnee 230 kV,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
646,5/2/2006,2006.0,2008.0,WA,Avista,Avista,garfield,Dry Creek-Talbot 230 kV,0,0,0,0,0,0,0,0,1,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
648,5/29/2019,2019.0,2022.0,WA,Avista,Avista,stevens,"Little Falls 115 kV
station",0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
649,1/22/2016,2016.0,2016.0,WA,Avista,Avista,adams,"A 115 kV
interconnection Near Lind 115 kV Substation",0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
650,11/14/2016,2016.0,2020.0,WA,Avista,Avista,adams,"At future Neilson 115 kV
interconnection station",0,0,0,0,0,0,0,0,1,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
651,12/4/2018,2018.0,2024.0,WA,Avista,Avista,spokane,Airway Hts 12F1,0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
654,4/11/2017,2017.0,2018.0,WA,Avista,Avista,adams,Lind Substation 13 kV,0,0,0,0,0,0,0,0,1,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
655,10/8/2009,2009.0,2012.0,WA,Avista,Avista,spokane,Benewah- Shawnee 230 kV line near Latah,0,0,0,0,0,0,0,0,1,121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
656,7/22/2013,2013.0,2015.0,WA,Avista,Avista,spokane,Nine Mile 115 kV Substation,0,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
658,6/16/2021,2021.0,2025.0,ID,Avista,Avista,kootenai,Rathdrum 230kV Station,0,0,0,0,0,0,0,0,1,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
659,6/17/2019,2019.0,2021.0,WA,Avista,Avista,lincoln,13.2 kV near the Harrington Station,0,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
661,5/4/2017,2017.0,2019.0,WA,Avista,Avista,adams,Devil's Gap-Lind 115 kV,0,0,0,0,0,0,0,0,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
663,6/17/2019,2019.0,2021.0,WA,Avista,Avista,adams,"13.2 kV northwest of Othello, WA",0,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
664,6/23/2008,2008.0,2017.0,ID,Avista,Avista,idaho,Grangeville 115 kV Substation,0,0,0,0,0,0,0,0,1,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
666,3/6/2013,2013.0,2013.0,WA,Avista,Avista,adams,"Spirit Feeder 12F1 12.5 kV
distribution line",0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
667,1/7/2021,2021.0,2024.0,WA,Avista,Avista,walla walla,Walla Walla- Wanapum 230 kV,0,0,0,0,0,0,0,0,1,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
670,6/17/2019,2019.0,2021.0,WA,Avista,Avista,adams,"24.9 kV near the
Roxboro Station",0,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
673,6/4/2018,2018.0,2019.0,WA,Avista,Avista,lincoln,Harrington Substation 13.8kV,0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
674,11/5/2019,2019.0,2022.0,ID,Avista,Avista,latah,Juliaetta 115 kV Station,0,0,0,0,0,0,0,0,1,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
675,2/11/2011,2011.0,2014.0,WA,Avista,Avista,whitman,Lind-Shawnee 115 kV line,0,0,0,0,0,0,0,0,1,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
678,5/11/2017,2017.0,2020.0,CO,BHCT,BHCT,pueblo,Reader-Pueblo Airport 115kV,0,0,0,0,0,0,0,0,1,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
692,1/8/2015,2015.0,2016.0,CO,BHCT,BHCT,pueblo,Burnt Mill Substation,0,0,0,0,0,0,0,0,1,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
697,9/23/2022,2022.0,2025.0,CO,BHCT,BHCT,otero,LaJunta 115 kV Substation,0,0,0,0,0,0,0,0,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
705,9/20/2021,2021.0,2023.0,CO,BHCT,BHCT,pueblo,Portland 115kV Sub,0,0,0,0,0,0,0,0,1,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
707,9/19/2014,2014.0,2016.0,CO,BHCT,BHCT,pueblo,Reader-Pueblo Airport 115 kV,0,0,0,0,0,0,0,0,1,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
709,2/28/2014,2014.0,2016.0,CO,BHCT,BHCT,pueblo,Nyberg Substation 115 kV,0,0,0,0,0,0,0,0,1,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
711,8/23/2021,2021.0,2024.0,CO,BHCT,BHCT,pueblo,West Station 115kV,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1755,4/12/2018,2018.0,2022.0,CA,CAISO,PGAE,alameda,Oakland Station C 115kV,1,0,0,0,0,0,0,0,0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1756,8/8/2006,2006.0,2013.0,CA,CAISO,SCE,kern,Windhub Sub 230kV Bus,1,0,0,0,0,0,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1757,4/30/2015,2015.0,2018.0,CA,CAISO,SDGE,san diego,New Substation to Loop in TL2330 Talega- Escondido 230kV line,1,0,0,0,0,0,0,0,0,523.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1758,4/30/2015,2015.0,2017.0,CA,CAISO,SDGE,san diego,Pala 69kV substation,1,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1760,4/17/2015,2015.0,2019.0,CA,CAISO,SDGE,san diego,Talega-Escondido 230 kv line,1,0,0,0,0,0,0,0,0,507.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1761,4/20/2015,2015.0,2018.0,CA,CAISO,SDGE,san diego,Otay Mesa Switchyard 230 kV,1,0,0,0,0,0,0,0,0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1762,11/20/2010,2010.0,2010.0,CA,CAISO,SCE,kern,Goldtown Substation 66kV,1,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1763,4/30/2015,2015.0,2023.0,CA,CAISO,SDGE,san diego,Otay Mesa Switchyard 230 kV,1,0,0,0,0,0,0,0,0,250.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1764,5/4/2006,2006.0,2009.0,CA,CAISO,PGAE,humboldt,Rio Del Junction - Bridgeville,1,0,0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1765,4/30/2015,2015.0,2017.0,CA,CAISO,SDGE,san diego,0.2 miles from Monsrate Tap  on the Monsrate Tap-Pala 69 kV line,1,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1766,4/15/2020,2020.0,2023.0,CA,CAISO,PGAE,humboldt,Bridgeville Substation 115kV,1,0,0,0,0,0,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1767,3/31/2011,2011.0,2012.0,CA,CAISO,PGAE,tulare,Henrietta-GWF 115kV,1,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1770,4/29/2015,2015.0,2018.0,CA,CAISO,PGAE,kern,Eastshore 115kV Substation,1,0,0,0,0,0,0,0,0,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1771,4/13/2019,2019.0,2023.0,CA,CAISO,SDGE,san diego,Pomerado Substation 69 kV,1,0,0,0,0,0,0,0,0,102.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1773,3/31/2008,2008.0,2012.0,CA,CAISO,SCE,kern,Whirlwind Substation 230kV,1,0,0,0,0,0,0,0,0,264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1775,9/13/2005,2005.0,2006.0,CA,CAISO,PGAE,lake,Geysers #17 - Fulton 230kV Line,1,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1776,4/29/2015,2015.0,2018.0,CA,CAISO,PGAE,kern,Arco-Polonio Pass 70 kV line,1,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1777,4/25/2008,2008.0,2009.0,CA,CAISO,PGAE,fresno,Tap Helm-Valley Nitrogen 70 kV line,1,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1778,4/30/2015,2015.0,2018.0,CA,CAISO,PGAE,kern,Famoso Substation 115kV,1,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1779,5/1/2006,2006.0,2022.0,CA,CAISO,SDGE,san diego,Boulevard East Substation 138kV,1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1780,11/17/2003,2003.0,2004.0,CA,CAISO,SCE,san bernardino,San Bernadino 220+M127 kV,1,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1782,3/5/2007,2007.0,2015.0,CA,CAISO,SCE,kern,Windhub Substation,1,0,0,0,0,0,0,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1783,2/15/2007,2007.0,2010.0,CA,CAISO,SCE,riverside,Julian Hinds 230kV Substation,1,0,0,0,0,0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1784,3/31/2011,2011.0,2014.0,CA,CAISO,PGAE,fresno,Kearney Sub 230 KV,1,0,0,0,0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1785,4/24/2015,2015.0,2018.0,CA,CAISO,PGAE,fresno,Gates-Coalinga #1 70kV line at Jacalito,1,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1788,4/30/2015,2015.0,2020.0,CA,CAISO,PGAE,kings,Henrietta Substation - 70kV,1,0,0,0,0,0,0,0,0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1789,11/20/2010,2010.0,2013.0,NV,CAISO,SCE,clark,Mead-Eldorado 230kV,1,0,0,0,0,0,0,0,0,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1792,4/30/2015,2015.0,2023.0,CA,CAISO,SDGE,san diego,Avocado Substation 69 kV,1,0,0,0,0,0,0,0,0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1795,4/8/2021,2021.0,2025.0,CA,CAISO,SCE,san bernardino,Kramer Substaiton 230 kV,1,0,0,0,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1796,6/2/2008,2008.0,2010.0,CA,CAISO,SCE,riverside,Victor substation 115kV,1,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1798,10/24/2011,2011.0,2015.0,CA,CAISO,PGAE,humboldt,Humboldt-Bridgeville 115 kV line,1,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1799,4/16/2019,2019.0,2022.0,CA,CAISO,SCE,los angeles,Chino Substation 220kV,1,0,0,0,0,0,0,0,0,102.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1802,4/12/2018,2018.0,2025.0,CA,CAISO,SCE,riverside,Red Bluff Substation 500kV,1,0,0,0,0,0,0,0,0,1407.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1803,2/2/2007,2007.0,2013.0,CA,CAISO,SCE,kern,Substation 5 (aka Whirlwind),1,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1804,3/31/2011,2011.0,2013.0,CA,CAISO,PGAE,fresno,Gates - Coalinga #1 70 KV,1,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1805,4/29/2015,2015.0,2021.0,CA,CAISO,PGAE,san mateo,Martin Substation 115 kV Bus,1,0,0,0,0,0,0,0,0,412.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1807,8/1/2007,2007.0,2009.0,CA,CAISO,SCE,riverside,Eagle Mountain-Blythe 161kV line,1,0,0,0,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1808,4/7/2020,2020.0,2023.0,CA,CAISO,PGAE,fresno,Jayne Sw Sta-Coalinga #1 70kV line,1,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1809,4/30/2015,2015.0,2017.0,CA,CAISO,PGAE,solano,Birds Landing Substation 230kV,1,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1810,11/15/2011,2011.0,2014.0,CA,CAISO,PGAE,kern,Carneras-Taft 70 kV Line,1,0,0,0,0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1812,12/6/2011,2011.0,2013.0,CA,CAISO,PGAE,santa barbara,Cuyama Substation,1,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1813,4/1/2020,2020.0,2027.0,CA,CAISO,PGAE,san luis obispo,Diablo Canyon Switching Station 500kV,1,0,0,0,0,0,0,0,0,1456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1814,3/23/2012,2012.0,2015.0,CA,CAISO,PGAE,monterey,Morro-Gates 230kV line,1,0,0,0,0,0,0,0,0,340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1815,11/4/2014,2014.0,2016.0,CA,CAISO,SDGE,san diego,Miguel 69kV,1,0,0,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1816,9/14/2007,2007.0,2012.0,CA,CAISO,PGAE,san joaquin,Loop Gold Hill-Eight Mile Road 230kV line,1,0,0,0,0,0,0,0,0,260.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1818,4/10/2020,2020.0,2023.0,CA,CAISO,PGAE,san mateo,Martin,1,0,0,0,0,0,0,0,0,254.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1821,11/16/2006,2006.0,2010.0,CA,CAISO,SCE,kern,SCE Highwind Sub #2 (proposed) 230 kV,1,0,0,0,0,0,0,0,0,362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1822,5/2/2016,2016.0,2024.0,CA,CAISO,SCE,kern,Pastoria Substation 230kV,1,0,0,0,0,0,0,0,0,187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1824,4/30/2015,2015.0,2023.0,CA,CAISO,SCE,riverside,Colorado River Substation 230kV,1,0,0,0,0,0,0,0,0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1825,4/30/2015,2015.0,2017.0,CA,CAISO,SDGE,san diego,Border Substation 69kV Alta and Otay Mesa Road,1,0,0,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1826,7/26/2002,2002.0,2005.0,CA,CAISO,SCE,riverside,Julian Hinds Substation 230kV,1,0,0,0,0,0,0,0,0,520.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1829,4/9/2021,2021.0,2024.0,CA,CAISO,SCE,kern,Windhub Substation 500kV,1,0,0,0,0,0,0,0,0,597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1831,4/30/2015,2015.0,2025.0,CA,CAISO,SCE,los angeles,Antelope Substation 220kV,1,0,0,0,0,0,0,0,0,650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1833,8/16/2006,2006.0,2009.0,CA,CAISO,SDGE,san diego,Miramar GT Substation 69 kV,1,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1834,4/8/2021,2021.0,2025.0,CA,CAISO,PGAE,san joaquin,Weber Substation 60 kV,1,0,0,0,0,0,0,0,0,268.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1838,3/31/2011,2011.0,2014.0,CA,CAISO,SCE,kern,Antelope-Rosamond 66kV line,1,0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1841,2/25/2004,2004.0,2008.0,CA,CAISO,PGAE,san francisco,Potrero 115 kV Sub,1,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1843,5/1/2017,2017.0,2020.0,CA,CAISO,PGAE,san joaquin,Kyoho Tap 115kV,1,0,0,0,0,0,0,0,0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1846,7/30/2010,2010.0,2015.0,CA,CAISO,PGAE,kings,Gates-Gregg 230 kV,1,0,0,0,0,0,0,0,0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1850,11/20/2010,2010.0,2013.0,MX,CAISO,SDGE,baja california,ECO Sub 230 kV Bus,1,0,0,0,0,0,0,0,0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1851,4/28/2017,2017.0,2019.0,CA,CAISO,PGAE,alameda,Herdlyn-Tracy line 70 kV  ,1,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1852,4/23/2016,2016.0,2020.0,CA,CAISO,PGAE,fresno,Coalinga #1 - San Miguel 70 kV line,1,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1853,4/11/2018,2018.0,2025.0,CA,CAISO,PGAE,fresno,Gates Sub 500kV,1,0,0,0,0,0,0,0,0,309.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1856,4/16/2018,2018.0,2021.0,CA,CAISO,PGAE,kern,Midway Substation 115kV,1,0,0,0,0,0,0,0,0,101.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1857,3/31/2011,2011.0,2014.0,CA,CAISO,PGAE,kings,Tulare Lake - Arco 70 KV,1,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1858,3/31/2011,2011.0,2014.0,CA,CAISO,PGAE,kern,Arco-Twisselman 70 KV,1,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1859,3/31/2008,2008.0,2010.0,CA,CAISO,SCE,kern,Windhub Substation,1,0,0,0,0,0,0,0,0,231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
