,Unnamed: 0,q_date,q_year,prop_year,state,entity,utility,county_1,poi_name,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn,tokens,OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,OBJECTID,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,F_id,name,operator,operator_wikidata,power,substation,type,ORIG_FID,Lat,Long,STATE_ABBR,STATE_NAME,POP_SQMI,COUNTYNAME,LEGAL_NAME,CLASSCODE,LEGAL_DESC,CLASSCODE_DESC,GEOID,votes_dem,votes_rep,votes_total,votes_per_sqkm,pct_dem_lead,solar_ann_ghi_rn,SymbolID,avg_wind_speed_meters_per_second,tokens
3390,10221,9/20/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",vigo,Wabash River-Whitesville South 230 kV,0,0,0,1,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,wabash,19554,1,7499,1,7499,7499,1,7499,1,7499,way/153129472,Wabash Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7499,40.78831512,-85.81764768,IN,Indiana,187.5,wabash,Wabash County,H1,County,An active county or equivalent feature,18169-NOBLE 07,156.0,460.0,631.0,181.0,-48.2,3.9,,3.6417146,wabash
3391,10235,5/9/2016,2016.0,2019.0,IN,MISO,Northern Indiana Public Service Company,jasper,Schahfer Tap (17 SCHAFR_TAP)138kv,0,0,0,1,0,0,0,0,0,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,schahfer,16944,1,3231,1,3231,3231,0,3231,1,3231,way/89455865,Schahfer Station,American Electric Power,Q464092,substation,transmission,multipolygon,3231,41.22040869,-87.02338144,IN,Indiana,187.5,jasper,Jasper County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.4671187,schahfer
3392,10289,4/29/2019,2019.0,2022.0,IN,MISO,Northern Indiana Public Service Company,jasper,Schahfer - Burr Oak 345kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,schahfer,16944,1,3231,1,3231,3231,0,3231,1,3231,way/89455865,Schahfer Station,American Electric Power,Q464092,substation,transmission,multipolygon,3231,41.22040869,-87.02338144,IN,Indiana,187.5,jasper,Jasper County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.4671187,schahfer
3393,10308,10/12/2022,2022.0,2026.0,IN,MISO,"Duke Energy Indiana, LLC",clark,Speed 345 138 kV substation,0,0,0,1,0,0,0,0,0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,speed,21631,1,11422,1,11422,11422,0,11422,1,11422,way/179127808,Speed Substation,Duke Energy,Q1264404,substation,distribution,multipolygon,11422,38.44055733,-85.75485694,IN,Indiana,187.5,clark,Clark County,H1,County,An active county or equivalent feature,,,,,,,4.1,,2.8568029,speed
3394,10316,12/7/2022,2022.0,2026.0,IN,MISO,Indianapolis Power & Light Company,daviess,Gibson - Bedford 345 kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,gibson,21566,1,11347,1,11347,11347,1,11347,1,11347,way/178591686,Gibson Station,Duke Energy,Q1264404,substation,generation,multipolygon,11347,38.37449692,-87.76385083,IN,Indiana,187.5,gibson,Gibson County,H1,County,An active county or equivalent feature,18051-MONTGOMERY 2,146.0,619.0,774.0,4.5,-61.1,4.1,,3.51947,gibson
3395,10340,3/12/2018,2018.0,2020.0,IN,MISO,"Duke Energy Indiana, LLC",henry,Fall Creek - New Castle 138 kV Line Tap,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,fall,16577,1,2732,1,2732,2732,1,2732,1,2732,way/82106094,Fall Creek Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,2732,39.9918234,-85.59320304,IN,Indiana,187.5,madison,Madison County,H1,County,An active county or equivalent feature,18095-ADAMS TWP 4,145.0,437.0,596.0,18.7,-49.0,4.0,,4.2366424,fall
3396,10354,11/18/2013,2013.0,2017.0,IN,MISO,Duke Energy Corporation,clinton,Duke Energy 230 kV Thorntown-Kokomo,0,0,0,1,0,0,0,0,0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,duke,19559,1,7504,1,7504,7504,0,7504,1,7504,way/153209365,Duke Energy Attica Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7504,40.28193175,-87.22075987,IN,Indiana,187.5,fountain,Fountain County,H1,County,An active county or equivalent feature,,,,,,,4.0,,3.9929886,duke
3397,10385,6/16/2017,2017.0,2018.0,IN,MISO,Duke Energy Corporation,clinton,Thorntown - New London - Kokomo 230kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,thorntown,21662,1,11460,1,11460,11460,1,11460,1,11460,way/179723392,Thorntown Substation,Duke Energy,Q1264404,substation,distribution,multipolygon,11460,40.11337878,-86.61303686,IN,Indiana,187.5,boone,Boone County,H1,County,An active county or equivalent feature,18011-SUGAR CREEK 2,113.0,428.0,558.0,13.6,-56.5,4.0,,4.2824817,thorntown
3398,10402,10/20/2022,2022.0,2026.0,IN,MISO,"Duke Energy Indiana, LLC",fountain,VEEDERSBURG WEST 230 Substation,0,0,0,1,0,0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,veedersburg,21948,1,12066,1,12066,12066,0,12066,1,12066,way/184389988,Veedersburg Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,12066,40.12860079,-87.2990573,IN,Indiana,187.5,fountain,Fountain County,H1,County,An active county or equivalent feature,,,,,,,4.0,,3.8186412,veedersburg
3399,10403,3/12/2018,2018.0,2021.0,IN,MISO,Duke Energy Corporation,hancock,Greensboro - Greenfield 138 kV Line Tap,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,greensboro,21666,1,11465,1,11465,11465,1,11465,1,11465,way/179736191,Greensboro Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,11465,39.88196207,-85.4590707,IN,Indiana,187.5,henry,Henry County,H1,County,An active county or equivalent feature,18065-GREENSBORO,175.0,629.0,825.0,12.0,-55.0,4.0,,4.0763555,greensboro
3400,10429,2/25/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",jackson,Bedford - Seymour 138kV line (Line#13829),0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,bedford,19737,1,7750,1,7750,7750,0,7750,1,7750,way/156574100,Bedford Substation (345kV),Duke Energy,Q1264404,substation,transmission,multipolygon,7750,38.8707913,-86.50996197,IN,Indiana,187.5,lawrence,Lawrence County,H1,County,An active county or equivalent feature,,,,,,,4.1,,2.8942521,bedford
3401,10447,6/25/2020,2020.0,2023.0,IN,MISO,Northern Indiana Public Service Company,white,Reynolds 345kV to Burr Oaks 345kV,0,0,0,1,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,reynolds,19558,1,7503,1,7503,7503,1,7503,1,7503,way/153209358,Reynolds Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7503,40.77125131,-86.86733451,IN,Indiana,187.5,white,White County,H1,County,An active county or equivalent feature,18181-HONEY CREEK,125.0,382.0,513.0,4.6,-50.1,3.9,,3.8303955,reynolds
3402,10458,1/15/2008,2008.0,2011.0,IN,MISO,Duke Energy Corporation,tipton,Kokomo - Noblesville 230 kV,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,kokomo,19553,1,7498,1,7498,7498,1,7498,1,7498,way/153129471,Kokomo Highland Park Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7498,40.46630645,-86.14951065,IN,Indiana,187.5,howard,Howard County,H1,County,An active county or equivalent feature,18067-605,256.0,500.0,773.0,150.2,-31.6,4.0,,3.8775051,kokomo
3403,10463,10/6/2022,2022.0,2026.0,IN,MISO,Northern Indiana Public Service Company,white,Reynolds - Burr Oak 345 kV Line,0,0,0,1,0,0,0,0,0,478.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,reynolds,19558,1,7503,1,7503,7503,1,7503,1,7503,way/153209358,Reynolds Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7503,40.77125131,-86.86733451,IN,Indiana,187.5,white,White County,H1,County,An active county or equivalent feature,18181-HONEY CREEK,125.0,382.0,513.0,4.6,-50.1,3.9,,3.8303955,reynolds
3404,10474,10/24/2022,2022.0,2026.0,IN,MISO,"Duke Energy Indiana, LLC",lawrence,Bedford - Edwardsport 138 kV line,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,bedford,19737,1,7750,1,7750,7750,0,7750,1,7750,way/156574100,Bedford Substation (345kV),Duke Energy,Q1264404,substation,transmission,multipolygon,7750,38.8707913,-86.50996197,IN,Indiana,187.5,lawrence,Lawrence County,H1,County,An active county or equivalent feature,,,,,,,4.1,,2.8942521,bedford
3405,10493,6/16/2017,2017.0,2020.0,IN,MISO,Northern Indiana Public Service Company,pulaski,Monticello-East Winamac,0,0,0,1,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,monticello,19562,1,7507,1,7507,7507,1,7507,1,7507,way/153209370,Monticello Substation,PSI Energy Inc,Q1264404,substation,transmission,multipolygon,7507,40.75270385,-86.7681712,IN,Indiana,187.5,white,White County,H1,County,An active county or equivalent feature,18181-UNION 5,124.0,247.0,386.0,207.8,-31.9,3.9,,3.6715965,monticello
3406,10518,3/8/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",tipton,Tipton West Substation 230kV,0,0,0,1,0,0,0,0,0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,tipton,21663,1,11462,1,11462,11462,0,11462,1,11462,way/179735350,Tipton West Substation,Duke Energy,Q1264404,substation,minor_distribution,multipolygon,11462,40.27617905,-86.0917512,IN,Indiana,187.5,tipton,Tipton County,H1,County,An active county or equivalent feature,,,,,,,3.9,,4.1095595,tipton
3407,10540,2/7/2022,2022.0,2023.0,IN,MISO,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",spencer,North East (Castle) - Culley 138kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,north,33932,1,33558,1,33558,33558,0,33558,1,33558,way/675161169,North Vernon Road Subsation,Duke Energy,Q1264404,substation,distribution,multipolygon,33558,39.00675495,-85.65153804,IN,Indiana,187.5,jennings,Jennings County,H1,County,An active county or equivalent feature,,,,,,,4.1,,3.1533716,north
3408,10581,3/12/2018,2018.0,2021.0,IN,MISO,Northern Indiana Public Service Company,lake,Schahfer-St. John 345kV Line Tap,0,0,0,1,0,0,0,0,0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,schahfer,16944,1,3231,1,3231,3231,0,3231,1,3231,way/89455865,Schahfer Station,American Electric Power,Q464092,substation,transmission,multipolygon,3231,41.22040869,-87.02338144,IN,Indiana,187.5,jasper,Jasper County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.4671187,schahfer
3409,10620,6/16/2017,2017.0,2020.0,IN,MISO,Duke Energy Corporation,fountain,Lafayette - Veedsburg West - Attica 230kV Line,0,0,0,1,0,0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,lafayette,21661,1,11459,1,11459,11459,0,11459,1,11459,way/179723390,Lafayette 230 Substation,Duke Energy,Q1264404,substation,distribution,multipolygon,11459,40.43100468,-86.8532379,IN,Indiana,187.5,tippecanoe,Tippecanoe County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.5653417,lafayette
3410,10637,10/20/2022,2022.0,2027.0,IN,MISO,"Duke Energy Indiana, LLC",putnam,Amo - Wheatland 69kV Line,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,amo,21608,1,11395,1,11395,11395,0,11395,1,11395,way/178910725,Amo Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,11395,39.70900628,-86.62831574,IN,Indiana,187.5,hendricks,Hendricks County,H1,County,An active county or equivalent feature,,,,,,,4.0,,3.9094727,amo
3411,10657,4/30/2008,2008.0,2009.0,IN,MISO,Duke Energy Corporation,boone,Whitestown - Nucor 345 kV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,whitestown,21611,1,11398,1,11398,11398,1,11398,1,11398,way/178910730,Whitestown Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,11398,39.9824621,-86.30647805,IN,Indiana,187.5,boone,Boone County,H1,County,An active county or equivalent feature,18011-EAGLE 09,518.0,573.0,1126.0,311.8,-4.9,4.0,,3.8981924,whitestown
3412,10681,7/19/2022,2022.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",montgomery,WABASH RIVER GEN. STA. TO WHITESVILLE SOUTH SUB 230kV,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,wabash,19554,1,7499,1,7499,7499,1,7499,1,7499,way/153129472,Wabash Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7499,40.78831512,-85.81764768,IN,Indiana,187.5,wabash,Wabash County,H1,County,An active county or equivalent feature,18169-NOBLE 07,156.0,460.0,631.0,181.0,-48.2,3.9,,3.6417146,wabash
3413,10686,9/26/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",howard,Kokomo Delco to Greentown AND Kokomo Chrysler South to Greentown138kV-tying both lines into a new su,0,0,0,1,0,0,0,0,0,400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,kokomo,19553,1,7498,1,7498,7498,1,7498,1,7498,way/153129471,Kokomo Highland Park Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7498,40.46630645,-86.14951065,IN,Indiana,187.5,howard,Howard County,H1,County,An active county or equivalent feature,18067-605,256.0,500.0,773.0,150.2,-31.6,4.0,,3.8775051,kokomo
3414,10689,4/29/2019,2019.0,2022.0,IN,MISO,Northern Indiana Public Service Company,jasper,Schahfer - Burr Oak 345kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,schahfer,16944,1,3231,1,3231,3231,0,3231,1,3231,way/89455865,Schahfer Station,American Electric Power,Q464092,substation,transmission,multipolygon,3231,41.22040869,-87.02338144,IN,Indiana,187.5,jasper,Jasper County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.4671187,schahfer
3415,10727,11/6/2012,2012.0,2015.0,IN,MISO,Duke Energy Corporation,shelby,Gwynneville 345 kV Substation,0,0,0,1,0,0,0,0,0,1065.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,gwynneville,16581,1,2736,1,2736,2736,1,2736,1,2736,way/82117938,Gwynneville Substation,Duke Energy,Q1264404,substation,distribution,multipolygon,2736,39.61319963,-85.65374547,IN,Indiana,187.5,shelby,Shelby County,H1,County,An active county or equivalent feature,18145-UNION,136.0,427.0,574.0,8.2,-50.7,4.0,,4.0311093,gwynneville
3416,10728,7/13/2020,2020.0,2023.0,IN,MISO,Northern Indiana Public Service Company,white,Reynolds 345KV,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,reynolds,19558,1,7503,1,7503,7503,1,7503,1,7503,way/153209358,Reynolds Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,7503,40.77125131,-86.86733451,IN,Indiana,187.5,white,White County,H1,County,An active county or equivalent feature,18181-HONEY CREEK,125.0,382.0,513.0,4.6,-50.1,3.9,,3.8303955,reynolds
3417,10733,3/4/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",marion,Merom - Gibson Station Tap 345 kV Line,0,0,0,1,0,0,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,merom,19547,1,7492,1,7492,7492,1,7492,1,7492,way/153009583,Merom Station,American Electric Power,Q464092,substation,transmission,multipolygon,7492,39.06565421,-87.51161135,IN,Indiana,187.5,sullivan,Sullivan County,H1,County,An active county or equivalent feature,18153-GILL 1,58.0,183.0,245.0,2.5,-51.0,4.1,,3.8018429,merom
3418,10744,4/29/2019,2019.0,2023.0,IN,MISO,Northern Indiana Public Service Company,marshall,Burr Oak - East Winnamac 138 kV Line Tap,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,burr,16951,1,3239,1,3239,3239,0,3239,1,3239,way/89513774,Burr Oak Substation,Northern Indiana Public Service Company,Q2044512,substation,transmission,multipolygon,3239,41.25780149,-86.42226667,IN,Indiana,187.5,marshall,Marshall County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.7737765,burr
3419,10751,11/18/2022,2022.0,2026.0,IN,MISO,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",gibson,Francisco 345 kV,0,0,0,1,0,0,0,0,0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,francisco,21565,1,11346,1,11346,11346,1,11346,1,11346,way/178591680,Francisco Substation,Southern Indiana Gas & Electric,Q7109415,substation,transmission,multipolygon,11346,38.32209956,-87.42374419,IN,Indiana,187.5,gibson,Gibson County,H1,County,An active county or equivalent feature,18051-CENTER 1,149.0,559.0,727.0,8.1,-56.4,4.2,,3.727813,francisco
3420,10769,12/29/2020,2020.0,2024.0,IN,MISO,"Duke Energy Indiana, LLC",bartholomew,Columbus Denois Cr - Columbus 345 230 kV Transmission Line,0,0,0,1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,columbus,21594,1,11379,1,11379,11379,1,11379,1,11379,way/178826075,Columbus Substation (345kV),Duke Energy,Q1264404,substation,transmission,multipolygon,11379,39.1739814,-85.86967075,IN,Indiana,187.5,bartholomew,Bartholomew County,H1,County,An active county or equivalent feature,18005-COLUMBUS 3100,192.0,397.0,602.0,16.7,-34.1,4.1,,3.2845399,columbus
3421,10781,12/15/2020,2020.0,2023.0,IN,MISO,Indianapolis Power & Light Company,shelby,Gwynneville to Sunnyside 345kV,0,0,0,1,0,0,0,0,0,309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,gwynneville,16581,1,2736,1,2736,2736,1,2736,1,2736,way/82117938,Gwynneville Substation,Duke Energy,Q1264404,substation,distribution,multipolygon,2736,39.61319963,-85.65374547,IN,Indiana,187.5,shelby,Shelby County,H1,County,An active county or equivalent feature,18145-UNION,136.0,427.0,574.0,8.2,-50.7,4.0,,4.0311093,gwynneville
3422,10786,9/23/2022,2022.0,2025.0,IN,MISO,Northern Indiana Public Service Company,kosciusko,Leesburg 345 kV,0,0,0,1,0,0,0,0,0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,leesburg,16932,1,3218,1,3218,3218,1,3218,1,3218,way/89405950,Leesburg Substation,Northern Indiana Public Service Company,Q464092,substation,transmission,multipolygon,3218,41.33652752,-85.90103577,IN,Indiana,187.5,kosciusko,Kosciusko County,H1,County,An active county or equivalent feature,18085-PRAIRIE 1,59.0,251.0,318.0,7.9,-60.4,3.9,,3.7476192,leesburg
3423,10788,4/29/2019,2019.0,2022.0,IN,MISO,Northern Indiana Public Service Company,jasper,Schahfer - Burr Oak 345kV Line,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,schahfer,16944,1,3231,1,3231,3231,0,3231,1,3231,way/89455865,Schahfer Station,American Electric Power,Q464092,substation,transmission,multipolygon,3231,41.22040869,-87.02338144,IN,Indiana,187.5,jasper,Jasper County,H1,County,An active county or equivalent feature,,,,,,,3.9,,3.4671187,schahfer
3424,10804,11/21/2022,2022.0,2027.0,IN,MISO,"Hoosier Energy REC, Inc.",sullivan,Merom 345kV,0,0,0,1,0,0,0,0,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,merom,19547,1,7492,1,7492,7492,1,7492,1,7492,way/153009583,Merom Station,American Electric Power,Q464092,substation,transmission,multipolygon,7492,39.06565421,-87.51161135,IN,Indiana,187.5,sullivan,Sullivan County,H1,County,An active county or equivalent feature,18153-GILL 1,58.0,183.0,245.0,2.5,-51.0,4.1,,3.8018429,merom
3425,10806,4/29/2019,2019.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",madison,Madison 138 KV SUBSTATION,0,0,0,1,0,0,0,0,0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,madison,16580,1,2735,1,2735,2735,1,2735,1,2735,way/82109555,Madison,American Electric Power,Q464092,substation,distribution,multipolygon,2735,40.08697163,-85.64471443,IN,Indiana,187.5,madison,Madison County,H1,County,An active county or equivalent feature,18095-ANDERSON CITY 2-8,136.0,181.0,326.0,80.3,-13.8,4.0,,3.7326076,madison
3426,10813,10/18/2022,2022.0,2025.0,IN,MISO,"Duke Energy Indiana, LLC",hendricks,"Mohawk substation 138/69 kV (  39.810749, -85.840550) - Westland Substation 2 ( 39.771857, -85.68922",0,0,0,1,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,mohawk,25495,1,18019,1,18019,18019,0,18019,1,18019,way/302960626,Mohawk Substation,Duke Energy,Q1264404,substation,yes,multipolygon,18019,39.81079413,-85.8405867,IN,Indiana,187.5,hancock,Hancock County,H1,County,An active county or equivalent feature,,,,,,,4.0,,4.0051808,mohawk
3427,10820,4/29/2019,2019.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",fountain,Veedersburg West 230 kV Substation,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,veedersburg,21948,1,12066,1,12066,12066,0,12066,1,12066,way/184389988,Veedersburg Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,12066,40.12860079,-87.2990573,IN,Indiana,187.5,fountain,Fountain County,H1,County,An active county or equivalent feature,,,,,,,4.0,,3.8186412,veedersburg
3428,10828,4/29/2019,2019.0,2021.0,IN,MISO,"Duke Energy Indiana, LLC",gibson,Oakland City - Old Ben Coal 138 kV Line Tap,0,0,0,1,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,oakland,33259,1,32423,1,32423,32423,1,32423,1,32423,way/642578555,Oakland City Substation,Duke Energy,Q1264404,substation,transmission,multipolygon,32423,38.34926886,-87.33900453,IN,Indiana,187.5,gibson,Gibson County,H1,County,An active county or equivalent feature,18051-COLUMBIA 5,182.0,517.0,712.0,8.5,-47.1,4.2,,3.6448269,oakland
3429,10833,2/1/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",shelby,Gwynneville 345kV Substation,0,0,0,1,0,0,0,0,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,gwynneville,16581,1,2736,1,2736,2736,1,2736,1,2736,way/82117938,Gwynneville Substation,Duke Energy,Q1264404,substation,distribution,multipolygon,2736,39.61319963,-85.65374547,IN,Indiana,187.5,shelby,Shelby County,H1,County,An active county or equivalent feature,18145-UNION,136.0,427.0,574.0,8.2,-50.7,4.0,,4.0311093,gwynneville
3430,10834,1/6/2021,2021.0,2023.0,IN,MISO,"Duke Energy Indiana, LLC",johnson,Columbus -Greenwood Clark Twp 230kV line (Circuit ID 23019),0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,columbus,21594,1,11379,1,11379,11379,1,11379,1,11379,way/178826075,Columbus Substation (345kV),Duke Energy,Q1264404,substation,transmission,multipolygon,11379,39.1739814,-85.86967075,IN,Indiana,187.5,bartholomew,Bartholomew County,H1,County,An active county or equivalent feature,18005-COLUMBUS 3100,192.0,397.0,602.0,16.7,-34.1,4.1,,3.2845399,columbus
3431,10836,3/12/2018,2018.0,2021.0,IN,MISO,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",gibson,Francisco 138 kV sub,0,0,0,1,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,francisco,21565,1,11346,1,11346,11346,1,11346,1,11346,way/178591680,Francisco Substation,Southern Indiana Gas & Electric,Q7109415,substation,transmission,multipolygon,11346,38.32209956,-87.42374419,IN,Indiana,187.5,gibson,Gibson County,H1,County,An active county or equivalent feature,18051-CENTER 1,149.0,559.0,727.0,8.1,-56.4,4.2,,3.727813,francisco
