,Unnamed: 0,q_date,q_year,prop_year,state,entity,utility,county_1,poi_name,region_CAISO,region_ERCOT,region_ISO-NE,region_MISO,region_NYISO,region_PJM,region_SPP,region_Southeast (non-ISO),region_West (non-ISO),total_mw,type1_Battery,type1_Biofuel,type1_Biogas,type1_Biomass,type1_Coal,type1_Diesel,type1_Flywheel,type1_Gas,type1_Geothermal,type1_Gravity Rail,type1_Hybrid,type1_Hydro,type1_Landfill,type1_Methane,type1_Nuclear,type1_Offshore Wind,type1_Oil,type1_Pumped Storage,type1_Solar,type1_Steam,type1_Waste Heat,type1_Wind,type1_Wood,ia_status_Facility Study,ia_status_Feasibility Study,ia_status_IA Executed,ia_status_Operational,ia_status_System Impact Study,ia_status_Withdrawn,tokens,OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,OBJECTID,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,F_id,name,operator,operator_wikidata,power,substation,type,ORIG_FID,Lat,Long,STATE_ABBR,STATE_NAME,POP_SQMI,COUNTYNAME,LEGAL_NAME,CLASSCODE,LEGAL_DESC,CLASSCODE_DESC,GEOID,votes_dem,votes_rep,votes_total,votes_per_sqkm,pct_dem_lead,solar_ann_ghi_rn,SymbolID,avg_wind_speed_meters_per_second,tokens
1459,25515,3/8/2001,2001.0,2001.0,WY,PacifiCorp,PacifiCorp,lincoln,Monument Switching Station,0,0,0,0,0,0,0,0,1,110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,monument,2554,1,9303,1,9303,9303,1,9303,1,9303,way/167925224,Monument Substation,SMUD,Q7397001,substation,generation,multipolygon,9303,41.69461014,-110.0330331,WY,Wyoming,5.9,sweetwater,Sweetwater County,H1,County,An active county or equivalent feature,56037-01-01,8.0,84.0,103.0,0.2,-73.8,4.7,,4.3042412,monument
1460,25526,1/18/2007,2007.0,2008.0,WY,PacifiCorp,PacifiCorp,carbon,Freezeout substation,0,0,0,0,0,0,0,0,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,freezeout,1218,1,4247,1,4247,4247,1,4247,1,4247,way/101830555,Freezeout Substation,Eversource,Q3344199,substation,transmission,multipolygon,4247,41.96005122,-106.3945951,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-08-01,48.0,269.0,332.0,0.2,-66.6,4.4,,6.7420588,freezeout
1461,25530,6/16/2006,2006.0,2008.0,WY,PacifiCorp,PacifiCorp,carbon,Miners-Difficulty Line,0,0,0,0,0,0,0,0,1,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,miners,2780,1,9915,1,9915,9915,1,9915,1,9915,way/170937026,Miners Substation,PacifiCorp,Q2045479,substation,distribution,multipolygon,9915,41.85722263,-106.5518729,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-08-01,48.0,269.0,332.0,0.2,-66.6,4.4,,6.3491302,miners
1462,25533,11/13/2009,2009.0,2013.0,WY,PacifiCorp,PacifiCorp,carbon,Platte substation,0,0,0,0,0,0,0,0,1,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,platte,2742,1,9855,1,9855,9855,1,9855,1,9855,way/170763980,Platte Substation,PacifiCorp,Q2045479,substation,transmission,multipolygon,9855,41.790924,-107.1112582,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-05-01,26.0,174.0,208.0,0.1,-71.2,4.6,,6.025363,platte
1463,25582,11/15/2017,2017.0,2019.0,WY,PacifiCorp,PacifiCorp,lincoln,Naughton-Treasureton transmisison line,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,naughton,1302,1,4542,1,4542,4542,1,4542,1,4542,way/104394718,Naughton Substation,PacifiCorp,Q2045479,substation,distribution,multipolygon,4542,41.75847559,-110.6004613,WY,Wyoming,5.9,lincoln,Lincoln County,H1,County,An active county or equivalent feature,56023-01-06,11.0,133.0,149.0,0.0,-81.9,4.5,,5.4478555,naughton
1464,25590,4/26/2007,2007.0,2011.0,WY,PacifiCorp,PacifiCorp,carbon,Miners-Difficulty Line,0,0,0,0,0,0,0,0,1,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,miners,2780,1,9915,1,9915,9915,1,9915,1,9915,way/170937026,Miners Substation,PacifiCorp,Q2045479,substation,distribution,multipolygon,9915,41.85722263,-106.5518729,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-08-01,48.0,269.0,332.0,0.2,-66.6,4.4,,6.3491302,miners
1465,25685,12/9/2003,2003.0,2005.0,WY,PacifiCorp,PacifiCorp,carbon,Miners - Dificulty Line,0,0,0,0,0,0,0,0,1,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,miners,2780,1,9915,1,9915,9915,1,9915,1,9915,way/170937026,Miners Substation,PacifiCorp,Q2045479,substation,distribution,multipolygon,9915,41.85722263,-106.5518729,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-08-01,48.0,269.0,332.0,0.2,-66.6,4.4,,6.3491302,miners
1466,25706,9/22/2009,2009.0,2022.0,WY,PacifiCorp,PacifiCorp,sweetwater,Rock Springs-Point of Rocks line,0,0,0,0,0,0,0,0,1,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,rock,2115,1,7722,1,7722,7722,1,7722,1,7722,way/156355343,Rock Springs Substation,PacifiCorp,Q2045479,substation,transmission,multipolygon,7722,41.63071885,-109.2431129,WY,Wyoming,5.9,sweetwater,Sweetwater County,H1,County,An active county or equivalent feature,56037-06-04,49.0,205.0,257.0,2.1,-60.7,4.6,,4.9499164,rock
1467,25707,7/21/2008,2008.0,2010.0,WY,PacifiCorp,PacifiCorp,carbon,Miners - Freezeout Line,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,miners,2780,1,9915,1,9915,9915,1,9915,1,9915,way/170937026,Miners Substation,PacifiCorp,Q2045479,substation,distribution,multipolygon,9915,41.85722263,-106.5518729,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-08-01,48.0,269.0,332.0,0.2,-66.6,4.4,,6.3491302,miners
1468,25714,4/29/2008,2008.0,2010.0,WY,PacifiCorp,PacifiCorp,sweetwater,Jim Bridger - Kingport line,0,0,0,0,0,0,0,0,1,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,jim,2719,1,9759,1,9759,9759,1,9759,1,9759,way/170408331,Jim Ready Substation,Northwest Energy,Q7053620,substation,transmission,multipolygon,9759,43.72744377,-108.1975651,WY,Wyoming,5.9,hot springs,Hot Springs County,H1,County,An active county or equivalent feature,56017-03-03,139.0,806.0,966.0,0.4,-69.0,4.5,,2.6701567,jim
1469,25716,5/1/2008,2008.0,2008.0,WY,PacifiCorp,PacifiCorp,lincoln,Craven Creek substation,0,0,0,0,0,0,0,0,1,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,craven,2553,1,9302,1,9302,9302,1,9302,1,9302,way/167925223,Craven Creek Substation,SMUD,Q7397001,substation,generation,multipolygon,9302,41.82367013,-110.3288396,WY,Wyoming,5.9,lincoln,Lincoln County,H1,County,An active county or equivalent feature,56023-01-07,7.0,65.0,75.0,0.1,-77.3,4.7,,4.9229164,craven
1470,25730,10/16/2007,2007.0,2011.0,WY,PacifiCorp,PacifiCorp,natrona,Riverton-Casper Line,0,0,0,0,0,0,0,0,1,299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,riverton,2670,1,9684,1,9684,9684,1,9684,1,9684,way/170182788,Riverton Substation,Bonneville Power Administration,Q2910288,substation,transmission,multipolygon,9684,43.0182942,-108.4111612,WY,Wyoming,5.9,fremont,Fremont County,H1,County,An active county or equivalent feature,56013-03-06,183.0,641.0,860.0,150.2,-53.3,4.7,,2.6920562,riverton
1471,25756,4/13/2009,2009.0,2013.0,WY,PacifiCorp,PacifiCorp,sweetwater,"Jim Bridger Power Plant, Point of Rocks, WY",0,0,0,0,0,0,0,0,1,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,jim,2719,1,9759,1,9759,9759,1,9759,1,9759,way/170408331,Jim Ready Substation,Northwest Energy,Q7053620,substation,transmission,multipolygon,9759,43.72744377,-108.1975651,WY,Wyoming,5.9,hot springs,Hot Springs County,H1,County,An active county or equivalent feature,56017-03-03,139.0,806.0,966.0,0.4,-69.0,4.5,,2.6701567,jim
1472,25763,9/15/2009,2009.0,2012.0,WY,PacifiCorp,PacifiCorp,natrona,Spence – Mustang line ,0,0,0,0,0,0,0,0,1,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,spence,2492,1,9179,1,9179,9179,1,9179,1,9179,way/167144158,Spence Substation,Western Area Power Administration,Q7987459,substation,transmission,multipolygon,9179,42.62431279,-106.9185053,WY,Wyoming,5.9,natrona,Natrona County,H1,County,An active county or equivalent feature,56025-11-04,7.0,113.0,123.0,0.0,-86.2,4.5,,4.8595548,spence
1473,25771,5/16/2007,2007.0,2010.0,WY,PacifiCorp,PacifiCorp,carbon,Foote-Creek-Miners line,0,0,0,0,0,0,0,0,1,430.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,foote,2779,1,9914,1,9914,9914,1,9914,1,9914,way/170937025,Foote Creek Substation,PacifiCorp,Q2045479,substation,transmission,multipolygon,9914,41.65269163,-106.190771,WY,Wyoming,5.9,carbon,Carbon County,H1,County,An active county or equivalent feature,56007-10-01,5.0,52.0,58.0,0.1,-81.0,4.4,,6.7843833,foote
1474,25792,9/20/2016,2016.0,2019.0,WY,PacifiCorp,PacifiCorp,natrona,Bar Nunn substation,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,bar,2739,1,9849,1,9849,9849,1,9849,1,9849,way/170687804,Bar X Substation,PacifiCorp,Q2045479,substation,distribution,multipolygon,9849,41.6166923,-108.4058468,WY,Wyoming,5.9,sweetwater,Sweetwater County,H1,County,An active county or equivalent feature,56037-23-01,8.0,109.0,119.0,0.0,-84.9,4.6,,5.7547626,bar
1475,25797,10/29/2015,2015.0,2017.0,WY,PacifiCorp,PacifiCorp,uinta,Canyon Compression-Railroad transmission line,0,0,0,0,0,0,0,0,1,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,canyon,55480,1,43766,1,43766,43766,1,43766,1,43766,way/1024709486,Canyon Road Substation,Georgia Power,Q5547666,substation,generation,multipolygon,43766,44.51247214,-109.0605547,WY,Wyoming,5.9,park,Park County,H1,County,An active county or equivalent feature,56029-24-02,132.0,337.0,485.0,266.0,-42.3,4.3,,5.5752807,canyon
1476,4055,10/18/2017,2017.0,2019.0,SC,DominionSC,DominionSC,richland,"Columbia Industrial Park - Hopkins
230 kV",0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,columbia,22147,1,12284,1,12284,12284,1,12284,1,12284,way/185227981,Columbia Energy Center Substation,South Carolina Electric & Gas Company,Q3344199,substation,generation,multipolygon,12284,33.87131128,-81.01830436,SC,South Carolina,166.1,calhoun,Calhoun County,H1,County,An active county or equivalent feature,45017-SANDY RUN,348.0,918.0,1284.0,9.1,-44.4,4.6,,2.5031424,columbia
1477,4057,7/28/2020,2020.0,2024.0,SC,DominionSC,DominionSC,jasper,Yemassee,0,0,0,0,0,0,0,1,0,360.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,yemassee,22163,1,12301,1,12301,12301,1,12301,1,12301,way/185317032,Yemassee Substation,South Carolina Electric & Gas Company,Q3344199,substation,transmission,multipolygon,12301,32.69746099,-80.86387147,SC,South Carolina,166.1,hampton,Hampton County,H1,County,An active county or equivalent feature,45049-YEMASSEE,471.0,262.0,744.0,10.4,28.1,4.7,,2.5769029,yemassee
1478,4060,11/4/2021,2021.0,2022.0,SC,DominionSC,DominionSC,jasper,Jasper 230 kV Substation,0,0,0,0,0,0,0,1,0,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,jasper,22168,1,12306,1,12306,12306,1,12306,1,12306,way/185380597,Jasper Substation,South Carolina Electric & Gas Company,Q3344199,substation,generation,multipolygon,12306,32.36069927,-81.12415578,SC,South Carolina,166.1,jasper,Jasper County,H1,County,An active county or equivalent feature,45053-TILLMAN,331.0,209.0,545.0,2.2,22.4,4.7,,2.5599995,jasper
1479,4061,11/18/2021,2021.0,2024.0,SC,DominionSC,DominionSC,aiken,Urquhart 115 kV Substation,0,0,0,0,0,0,0,1,0,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,urquhart,15249,1,186,1,186,186,1,186,1,186,relation/14317637,Urquhart Substation,Seattle City Light,Q56583617,substation,transmission,multipolygon,186,33.43289192,-81.91128017,SC,South Carolina,166.1,aiken,Aiken County,H1,County,An active county or equivalent feature,45003-BEECH ISLAND,595.0,512.0,1122.0,26.3,7.4,4.6,,2.2205923,urquhart
1480,4063,5/4/2022,2022.0,2026.0,SC,DominionSC,DominionSC,richland,Wateree - Hopkins 230 kV #2,0,0,0,0,0,0,0,1,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,wateree,23433,1,14038,1,14038,14038,1,14038,1,14038,way/206005320,Wateree Dam Substation,Wolverine Power Cooperative,Q5974728,substation,transmission,multipolygon,14038,34.33463616,-80.70230248,SC,South Carolina,166.1,kershaw,Kershaw County,H1,County,An active county or equivalent feature,45055-RABON'S X ROADS,416.0,1209.0,1639.0,17.4,-48.4,4.6,,2.2355413,wateree
1481,4064,11/5/2018,2018.0,2021.0,SC,DominionSC,DominionSC,charleston,Church Creek - Ritter 230 kV,0,0,0,0,0,0,0,1,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,church,22164,1,12302,1,12302,12302,1,12302,1,12302,way/185330726,Church Creek Substation,South Carolina Electric & Gas Company,Q3344199,substation,transmission,multipolygon,12302,32.83031324,-80.0702809,SC,South Carolina,166.1,charleston,Charleston County,H1,County,An active county or equivalent feature,45019-ST. ANDREWS 33,253.0,365.0,635.0,234.9,-17.6,4.7,,2.8677752,church
1482,4066,12/21/2021,2021.0,2024.0,SC,DominionSC,DominionSC,hampton,Fairfax - Yemassee 115kV,0,0,0,0,0,0,0,1,0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fairfax,30979,1,27770,1,27770,27770,1,27770,1,27770,way/498828323,Fairfax Substation,South Carolina Gas & Electric,Q5547666,substation,transmission,multipolygon,27770,32.98915738,-81.2335961,SC,South Carolina,166.1,allendale,Allendale County,H1,County,An active county or equivalent feature,45005-FAIRFAX #1,224.0,132.0,358.0,6.1,25.7,4.7,,3.1465747,fairfax
1483,4067,11/17/2021,2021.0,2022.0,SC,DominionSC,DominionSC,calhoun,"Columbia Energy Center 230 kV
Substation",0,0,0,0,0,0,0,1,0,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,columbia,22147,1,12284,1,12284,12284,1,12284,1,12284,way/185227981,Columbia Energy Center Substation,South Carolina Electric & Gas Company,Q3344199,substation,generation,multipolygon,12284,33.87131128,-81.01830436,SC,South Carolina,166.1,calhoun,Calhoun County,H1,County,An active county or equivalent feature,45017-SANDY RUN,348.0,918.0,1284.0,9.1,-44.4,4.6,,2.5031424,columbia
1484,4071,11/13/2017,2017.0,2019.0,SC,DominionSC,DominionSC,charleston,Church Creek - Ritter 230 kV,0,0,0,0,0,0,0,1,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,church,22164,1,12302,1,12302,12302,1,12302,1,12302,way/185330726,Church Creek Substation,South Carolina Electric & Gas Company,Q3344199,substation,transmission,multipolygon,12302,32.83031324,-80.0702809,SC,South Carolina,166.1,charleston,Charleston County,H1,County,An active county or equivalent feature,45019-ST. ANDREWS 33,253.0,365.0,635.0,234.9,-17.6,4.7,,2.8677752,church
1485,4072,12/15/2017,2017.0,2020.0,SC,DominionSC,DominionSC,charleston,Church Creek - Ravenel (BEC) 115 kV,0,0,0,0,0,0,0,1,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,church,22164,1,12302,1,12302,12302,1,12302,1,12302,way/185330726,Church Creek Substation,South Carolina Electric & Gas Company,Q3344199,substation,transmission,multipolygon,12302,32.83031324,-80.0702809,SC,South Carolina,166.1,charleston,Charleston County,H1,County,An active county or equivalent feature,45019-ST. ANDREWS 33,253.0,365.0,635.0,234.9,-17.6,4.7,,2.8677752,church
1486,4073,2/1/2022,2022.0,2025.0,SC,DominionSC,DominionSC,aiken,"Urquhart - Salem Switching Station
115 kV",0,0,0,0,0,0,0,1,0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,urquhart,15249,1,186,1,186,186,1,186,1,186,relation/14317637,Urquhart Substation,Seattle City Light,Q56583617,substation,transmission,multipolygon,186,33.43289192,-81.91128017,SC,South Carolina,166.1,aiken,Aiken County,H1,County,An active county or equivalent feature,45003-BEECH ISLAND,595.0,512.0,1122.0,26.3,7.4,4.6,,2.2205923,urquhart
1487,4076,2/28/2022,2022.0,2025.0,SC,DominionSC,DominionSC,richland,Wateree - Hopkins 230 kV #1,0,0,0,0,0,0,0,1,0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,wateree,23433,1,14038,1,14038,14038,1,14038,1,14038,way/206005320,Wateree Dam Substation,Wolverine Power Cooperative,Q5974728,substation,transmission,multipolygon,14038,34.33463616,-80.70230248,SC,South Carolina,166.1,kershaw,Kershaw County,H1,County,An active county or equivalent feature,45055-RABON'S X ROADS,416.0,1209.0,1639.0,17.4,-48.4,4.6,,2.2355413,wateree
1488,4077,11/13/2017,2017.0,2019.0,SC,DominionSC,DominionSC,colleton,Canadys - Faber Place 230 kV,0,0,0,0,0,0,0,1,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,canadys,22111,1,12246,1,12246,12246,1,12246,1,12246,way/185032900,Canadys Substation,South Carolina Electric & Gas Company,Q1264404,substation,transmission,multipolygon,12246,33.06414905,-80.62068704,SC,South Carolina,166.1,colleton,Colleton County,H1,County,An active county or equivalent feature,45029-CANADYS,178.0,220.0,409.0,10.4,-10.3,4.6,,2.6977489,canadys
1489,4080,7/20/2020,2020.0,2021.0,SC,DominionSC,DominionSC,charleston,Hamlin,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hamlin,24219,1,15202,1,15202,15202,1,15202,1,15202,way/229116306,Hamlin Substation,South Carolina Gas & Electric,Q5171012,substation,distribution,multipolygon,15202,32.85992932,-79.78846005,SC,South Carolina,166.1,charleston,Charleston County,H1,County,An active county or equivalent feature,45019-MT. PLEASANT 36,696.0,645.0,1378.0,406.6,3.7,4.8,,3.9350486,hamlin
1490,4081,10/18/2017,2017.0,2019.0,SC,DominionSC,DominionSC,richland,"Columbia Industrial Park -
Edenwood 115 kV",0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,columbia,22147,1,12284,1,12284,12284,1,12284,1,12284,way/185227981,Columbia Energy Center Substation,South Carolina Electric & Gas Company,Q3344199,substation,generation,multipolygon,12284,33.87131128,-81.01830436,SC,South Carolina,166.1,calhoun,Calhoun County,H1,County,An active county or equivalent feature,45017-SANDY RUN,348.0,918.0,1284.0,9.1,-44.4,4.6,,2.5031424,columbia
1491,4082,11/18/2021,2021.0,2024.0,SC,DominionSC,DominionSC,aiken,Urquhart 115 kV Substation,0,0,0,0,0,0,0,1,0,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,urquhart,15249,1,186,1,186,186,1,186,1,186,relation/14317637,Urquhart Substation,Seattle City Light,Q56583617,substation,transmission,multipolygon,186,33.43289192,-81.91128017,SC,South Carolina,166.1,aiken,Aiken County,H1,County,An active county or equivalent feature,45003-BEECH ISLAND,595.0,512.0,1122.0,26.3,7.4,4.6,,2.2205923,urquhart
1492,4083,9/21/2020,2020.0,2021.0,SC,DominionSC,DominionSC,hampton,Estill Southside,0,0,0,0,0,0,0,1,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,estill,41847,1,45694,1,45694,45694,1,45694,1,45694,way/1065939232,Estill Solar Substation,South Carolina Gas & Electric,Q7987107,substation,generation,multipolygon,45694,32.76522034,-81.2452293,SC,South Carolina,166.1,hampton,Hampton County,H1,County,An active county or equivalent feature,45049-ESTILL,1245.0,314.0,1569.0,4.7,59.3,4.7,,3.0276191,estill
1493,4085,4/29/2022,2022.0,2024.0,SC,DominionSC,DominionSC,calhoun,Wateree - St. George 230 kV,0,0,0,0,0,0,0,1,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,wateree,23433,1,14038,1,14038,14038,1,14038,1,14038,way/206005320,Wateree Dam Substation,Wolverine Power Cooperative,Q5974728,substation,transmission,multipolygon,14038,34.33463616,-80.70230248,SC,South Carolina,166.1,kershaw,Kershaw County,H1,County,An active county or equivalent feature,45055-RABON'S X ROADS,416.0,1209.0,1639.0,17.4,-48.4,4.6,,2.2355413,wateree
1494,4087,12/13/2019,2019.0,2020.0,SC,DominionSC,DominionSC,hampton,Estill Southside,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,estill,41847,1,45694,1,45694,45694,1,45694,1,45694,way/1065939232,Estill Solar Substation,South Carolina Gas & Electric,Q7987107,substation,generation,multipolygon,45694,32.76522034,-81.2452293,SC,South Carolina,166.1,hampton,Hampton County,H1,County,An active county or equivalent feature,45049-ESTILL,1245.0,314.0,1569.0,4.7,59.3,4.7,,3.0276191,estill
1495,4088,10/13/2017,2017.0,2020.0,SC,DominionSC,Dominion SC,aiken,Urquhart - SRS 230 kV,0,0,0,0,0,0,0,1,0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,urquhart,15249,1,186,1,186,186,1,186,1,186,relation/14317637,Urquhart Substation,Seattle City Light,Q56583617,substation,transmission,multipolygon,186,33.43289192,-81.91128017,SC,South Carolina,166.1,aiken,Aiken County,H1,County,An active county or equivalent feature,45003-BEECH ISLAND,595.0,512.0,1122.0,26.3,7.4,4.6,,2.2205923,urquhart
1496,4090,9/10/2020,2020.0,2026.0,SC,DominionSC,DominionSC,berkeley,Williams - DuPont 230 kV,0,0,0,0,0,0,0,1,0,870.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,williams,22070,1,12201,1,12201,12201,1,12201,1,12201,way/184867924,Williams Substation,City of Healdsburg,Q7092125,substation,transmission,multipolygon,12201,33.01765683,-79.93212355,SC,South Carolina,166.1,berkeley,Berkeley County,H1,County,An active county or equivalent feature,45015-BUSHY PARK,5.0,33.0,38.0,1.0,-73.7,4.6,,2.7910187,williams
1497,4094,9/1/2021,2021.0,2023.0,SC,DominionSC,DominionSC,richland,Wateree - Hopkins 230 kV #2,0,0,0,0,0,0,0,1,0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,wateree,23433,1,14038,1,14038,14038,1,14038,1,14038,way/206005320,Wateree Dam Substation,Wolverine Power Cooperative,Q5974728,substation,transmission,multipolygon,14038,34.33463616,-80.70230248,SC,South Carolina,166.1,kershaw,Kershaw County,H1,County,An active county or equivalent feature,45055-RABON'S X ROADS,416.0,1209.0,1639.0,17.4,-48.4,4.6,,2.2355413,wateree
1498,4095,9/10/2020,2020.0,2024.0,SC,DominionSC,DominionSC,berkeley,Williams - DuPont 230 kV,0,0,0,0,0,0,0,1,0,720.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,williams,22070,1,12201,1,12201,12201,1,12201,1,12201,way/184867924,Williams Substation,City of Healdsburg,Q7092125,substation,transmission,multipolygon,12201,33.01765683,-79.93212355,SC,South Carolina,166.1,berkeley,Berkeley County,H1,County,An active county or equivalent feature,45015-BUSHY PARK,5.0,33.0,38.0,1.0,-73.7,4.6,,2.7910187,williams
1499,4097,6/20/2018,2018.0,2019.0,SC,DominionSC,DominionSC,fairfield,Parr - Winnsboro 115 kV #1,0,0,0,0,0,0,0,1,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,parr,31081,1,28215,1,28215,28215,1,28215,1,28215,way/504932099,Parr Substation,Pedernales Electric Cooperative,Q7159133,substation,transmission,multipolygon,28215,34.26409265,-81.33087382,SC,South Carolina,166.1,fairfield,Fairfield County,H1,County,An active county or equivalent feature,45039-JENKINSVILLE,340.0,88.0,433.0,3.7,58.2,4.6,,2.1210968,parr
1500,4100,6/1/2022,2022.0,2026.0,SC,DominionSC,DominionSC,richland,Wateree - Hopkins 230 kV #1,0,0,0,0,0,0,0,1,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,wateree,23433,1,14038,1,14038,14038,1,14038,1,14038,way/206005320,Wateree Dam Substation,Wolverine Power Cooperative,Q5974728,substation,transmission,multipolygon,14038,34.33463616,-80.70230248,SC,South Carolina,166.1,kershaw,Kershaw County,H1,County,An active county or equivalent feature,45055-RABON'S X ROADS,416.0,1209.0,1639.0,17.4,-48.4,4.6,,2.2355413,wateree
