,year_entering_queue,proposed_year,region_CAISO,region_MISO,region_PJM,region_Southeast (non-ISO),region_West (non-ISO),project_size_mw,project_latitude,project_longitude,population_density,votes_dem,votes_rep,votes_total,voting_density,pct_dem_lead,solar_potential,wind_potential,is_deregulated,has_100_clean_energy_goal,top_ten_renewable_generators,is_solar,is_storage,is_wind,is_bioenergy,is_wasteuse,is_cleanenergy,is_fossilfuels,is_hybrid,high_revenue_utility
2572,-1.4694002197953342,-1.583565419235938,-0.42817021661789845,1.9193125549948042,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,-0.44321175304370725,2.158943524470748,-0.6700837303764209,-0.9537978272529626,-0.26965139986849757,-0.3912609741838801,-0.33476176142579406,-0.4631903737999633,-1.508697006790039,-0.7996807089485762,1.1280994387574212,-1.505254998413989,-1.1662051505021358,-0.9815569057137876,-0.9989057082259356,-0.36170367726144154,2.232158764759286,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
2078,-0.6053810339420287,-0.7689038002827717,-0.42817021661789845,1.9193125549948042,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,-0.5394761347005068,2.284353717940728,-0.31288858494019595,-0.8023313983126236,-0.2392164712992675,-0.3296623024750741,-0.2899584036009194,-0.17147315103961697,-0.24246392412055032,-1.1332360663118124,0.9505088939871014,-1.505254998413989,0.8574820644287393,-0.9815569057137876,-0.9989057082259356,-0.36170367726144154,2.232158764759286,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
1034,-0.7781848711126899,-0.4430391527015051,2.3355197563692434,-0.521019881518311,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,3.060811739263798,-1.0364376836324012,-1.5235697806170247,-0.9080367683328247,-0.263902580027643,-0.3979808292793862,-0.33201615175407473,-0.4637492190542935,-0.821313333340888,2.202317507320552,0.318406552806774,-1.505254998413989,0.8574820644287393,-0.9815569057137876,1.0010954905603733,-0.36170367726144154,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
4907,0.08583431474061565,-0.4430391527015051,-0.42817021661789845,-0.521019881518311,0.9504939210699715,-0.178383713909265,-0.2854957014383353,-0.6087864894934025,0.4802933988841685,0.9637771990970558,2.3260123372219406,-0.08180025742174997,0.3830156629316569,0.0712140686697976,-0.35756862073156204,-0.36133478494258386,-0.6329030302669578,0.6344255027620237,0.6643392654757164,0.8574820644287393,-0.9815569057137876,-0.9989057082259356,2.7646940378689995,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,-1.47665132290105,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
931,1.1226573377645823,1.1862840852048278,2.3355197563692434,-0.521019881518311,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,0.5925929935834565,0.023762815580601837,-1.9719406290300114,-0.3136782194344272,-0.2645789117736259,-0.40246073267639026,-0.33451216054654687,-0.4609549927826427,-0.8445706756756336,1.2016514352308432,-0.9202712180901007,0.6643392654757164,0.8574820644287393,1.0187896332641058,1.0010954905603733,-0.36170367726144154,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
5004,0.08583431474061565,-0.28010682891087185,-0.42817021661789845,-0.521019881518311,0.9504939210699715,-0.178383713909265,-0.2854957014383353,-0.5741313120969547,0.49511066774794066,0.9734658444406619,2.3260123372219406,-0.21655935780884072,-0.2632104020861804,-0.24902385940437646,1.1339893630756495,-0.10550401926038114,-0.6329030302669578,-0.985632169864124,0.6643392654757164,0.8574820644287393,-0.9815569057137876,-0.9989057082259356,2.7646940378689995,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,-1.47665132290105,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
3153,0.6042458262525989,0.37162246625166134,-0.42817021661789845,1.9193125549948042,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,-0.17367148440466837,-1.4006550185453217,0.009951524659587133,-0.8170498675559426,-0.23363673439490867,-0.4200070209813229,-0.3174145003181128,-0.4422336767625821,1.2227486429684291,0.3677630418227518,0.23063028231212226,-1.505254998413989,-1.1662051505021358,-0.9815569057137876,1.0010954905603733,-0.36170367726144154,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
633,1.1226573377645823,1.1862840852048278,2.3355197563692434,-0.521019881518311,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,-0.058154226416508845,-1.441963926243384,-1.6694532404015447,-0.3136782194344272,-0.2726948927254206,-0.46368607910211257,-0.36109465418637504,-0.44418963515273774,-0.20886998519258426,2.702650543365408,1.4598362238282203,0.6643392654757164,0.8574820644287393,1.0187896332641058,-0.9989057082259356,-0.36170367726144154,2.232158764759286,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
4819,0.25863815191127676,-0.11717450512023853,-0.42817021661789845,-0.521019881518311,0.9504939210699715,-0.178383713909265,-0.2854957014383353,-0.6164876400259466,0.17537229185161834,0.95695105117012,2.3260123372219406,0.28274255366302753,0.05523606438419235,0.22808822127667086,0.8908916774420275,1.5147574967269029,-0.46612535158533946,-0.7830224641584925,0.6643392654757164,0.8574820644287393,-0.9815569057137876,1.0010954905603733,-0.36170367726144154,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
498,-1.123792545454012,-0.6059714764921384,2.3355197563692434,-0.521019881518311,-1.0520845823761813,-0.178383713909265,-0.2854957014383353,0.3269033002106896,-1.538384585242081,-1.7376483650044676,-0.3136782194344272,-0.06100305623277612,-0.3774479387097842,-0.1722715890358585,2.572736470348661,2.1892204244345286,1.7019844712756975,-1.6664893235991118,0.6643392654757164,0.8574820644287393,1.0187896332641058,1.0010954905603733,-0.36170367726144154,-0.44799680730050534,-0.08788303437400972,-0.13353130424167,0.6772079396748759,-0.4521013209399021,-0.03823595564509363,-0.3681249179863227
